"workclass","occupation","capital-gain","capital-loss","hours-per-week","native-country","earnings-probability"
"Private","Adm-clerical",0,0,30,"United-States","<=50K"
"Private","Other-service",0,0,40,"Mexico","<=50K"
"Private","Exec-managerial",15024,0,50,"United-States",">50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,2339,40,"Canada","<=50K"
"Private","Other-service",0,0,15,"United-States","<=50K"
"Private","Transport-moving",15024,0,50,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,43,"United-States","<=50K"
"Private","Sales",0,2754,42,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,2415,55,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,35,"United-States","<=50K"
"Federal-gov","Armed-Forces",0,1887,40,"United-States",">50K"
"Self-emp-inc","Sales",0,1977,40,"United-States",">50K"
"Private","Craft-repair",0,0,72,"United-States","<=50K"
"Private","Prof-specialty",0,0,20,"Canada",">50K"
"Private","Sales",0,0,20,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"Poland","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,99,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,55,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,47,"United-States","<=50K"
"Private","Craft-repair",0,0,44,"United-States",">50K"
"Private","Sales",0,0,40,"South","<=50K"
"Private","Exec-managerial",7688,0,45,"United-States",">50K"
"Local-gov","Other-service",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,2179,45,"United-States","<=50K"
"State-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,28,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,72,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,45,"United-States","<=50K"
"Private","Transport-moving",7688,0,60,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"Mexico","<=50K"
"Local-gov","Prof-specialty",5455,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-inc","Transport-moving",0,0,60,"United-States","<=50K"
"Private","Prof-specialty",0,1977,99,"United-States",">50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",594,0,25,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,60,"England","<=50K"
"Private","Prof-specialty",0,0,15,"United-States","<=50K"
"Private","Adm-clerical",0,0,45,"United-States",">50K"
"Federal-gov","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Transport-moving",7298,0,45,"United-States",">50K"
"Self-emp-inc","Exec-managerial",99999,0,25,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,50,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"State-gov","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,6,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Other-service",0,0,50,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,24,"United-States","<=50K"
"Local-gov","Farming-fishing",7298,0,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Sales",0,0,50,"United-States",">50K"
"Private","Prof-specialty",2009,0,40,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,30,"United-States","<=50K"
"Local-gov","Prof-specialty",15024,0,35,"United-States",">50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,38,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"State-gov","Exec-managerial",7298,0,39,"United-States",">50K"
"Private","Tech-support",0,0,40,"France","<=50K"
"Private","Machine-op-inspct",0,0,40,"Mexico","<=50K"
"Self-emp-not-inc","Craft-repair",0,1902,40,"United-States",">50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,38,"United-States","<=50K"
"Private","Other-service",0,0,47,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,40,"United-States","<=50K"
"Private","Priv-house-serv",0,0,20,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,32,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,55,"Mexico","<=50K"
"Private","Other-service",0,0,35,"Philippines","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,70,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,10,"United-States","<=50K"
"Private","Prof-specialty",0,0,14,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,48,"United-States","<=50K"
"Self-emp-inc","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,55,"United-States",">50K"
"Private","Craft-repair",0,0,70,"United-States","<=50K"
"Federal-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,50,"United-States",">50K"
"Self-emp-not-inc","Transport-moving",0,0,30,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Sales",0,1590,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,25,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"India","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Philippines","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,1504,35,"United-States","<=50K"
"Private","Sales",0,0,16,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,8,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",7298,0,70,"United-States",">50K"
"Private","Exec-managerial",0,0,70,"United-States",">50K"
"Self-emp-inc","Exec-managerial",0,0,70,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,60,"United-States",">50K"
"State-gov","Handlers-cleaners",0,0,20,"United-States","<=50K"
"State-gov","Protective-serv",0,0,70,"United-States",">50K"
"Private","Exec-managerial",0,1977,50,"United-States",">50K"
"Private","Exec-managerial",15024,0,50,"United-States",">50K"
"Private","Machine-op-inspct",3464,0,40,"Mexico","<=50K"
"Self-emp-inc","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,48,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States","<=50K"
"Self-emp-inc","Farming-fishing",3325,0,45,"United-States","<=50K"
"State-gov","Other-service",0,0,65,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,61,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",3103,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,36,"Puerto-Rico","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,8,"United-States","<=50K"
"Private","Sales",0,0,52,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Adm-clerical",0,0,60,"United-States","<=50K"
"Private","Handlers-cleaners",3674,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Sales",0,0,35,"United-States","<=50K"
"Private","Priv-house-serv",3103,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,36,"Hong","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,55,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,60,"Japan","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"Ireland","<=50K"
"Private","Exec-managerial",0,0,54,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,15,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",3103,0,52,"United-States",">50K"
"Private","Transport-moving",0,0,45,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"Jamaica","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,37,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Iran","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Adm-clerical",0,0,50,"United-States",">50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,38,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,0,55,"United-States",">50K"
"Private","Craft-repair",0,0,84,"United-States",">50K"
"Private","Machine-op-inspct",0,0,48,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,44,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"United-States",">50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,31,"Laos","<=50K"
"Private","Prof-specialty",0,0,12,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Local-gov","Farming-fishing",0,0,20,"United-States","<=50K"
"Private","Transport-moving",0,0,60,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Other-service",0,0,24,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Transport-moving",0,0,40,"United-States","<=50K"
"Local-gov","Transport-moving",0,0,38,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,99,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,35,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"Philippines","<=50K"
"Private","Tech-support",5178,0,40,"United-States",">50K"
"Private","Sales",0,0,36,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Vietnam","<=50K"
"Self-emp-not-inc","Prof-specialty",20051,0,45,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,36,"United-States",">50K"
"Local-gov","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,49,"United-States","<=50K"
"Private","Adm-clerical",0,0,16,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Tech-support",0,0,45,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,34,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,30,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,38,"United-States",">50K"
"Private","Prof-specialty",0,0,4,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,25,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,30,"United-States","<=50K"
"Private","Transport-moving",10520,0,50,"United-States",">50K"
"Private","Other-service",0,0,23,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,33,"United-States","<=50K"
"Private","Sales",0,2444,45,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",10605,0,35,"United-States",">50K"
"Private","Machine-op-inspct",7688,0,40,"United-States",">50K"
"Private","Sales",0,0,15,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Prof-specialty",5556,0,50,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,30,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,30,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"State-gov","Farming-fishing",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,15,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,25,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,35,"United-States","<=50K"
"Private","Transport-moving",0,0,24,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,10,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Transport-moving",0,0,30,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,25,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",7688,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,30,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,40,"United-States",">50K"
"Self-emp-inc","Exec-managerial",0,0,50,"Cuba",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,55,"United-States",">50K"
"Private","Sales",0,1602,20,"United-States","<=50K"
"Private","Exec-managerial",0,0,28,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,8,"United-States","<=50K"
"Private","Craft-repair",0,0,55,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",99999,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"Ireland","<=50K"
"Private","Handlers-cleaners",0,0,15,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,0,35,"United-States",">50K"
"Self-emp-not-inc","Handlers-cleaners",0,0,15,"United-States","<=50K"
"Private","Tech-support",0,0,40,"Philippines","<=50K"
"Local-gov","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Sales",0,0,25,"United-States","<=50K"
"Private","Other-service",0,0,40,"Puerto-Rico","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,15,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,45,"United-States",">50K"
"Self-emp-inc","Sales",0,1485,60,"Cuba",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,30,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",27828,0,60,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",2829,0,45,"United-States","<=50K"
"Private","Exec-managerial",0,0,70,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Other-service",0,0,16,"United-States","<=50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,80,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Transport-moving",0,0,50,"United-States",">50K"
"State-gov","Craft-repair",0,0,40,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States",">50K"
"Local-gov","Protective-serv",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States","<=50K"
"State-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,32,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Local-gov","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,80,"United-States","<=50K"
"Private","Prof-specialty",0,0,43,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,60,"United-States","<=50K"
"Local-gov","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Federal-gov","Prof-specialty",0,0,40,"China",">50K"
"Local-gov","Prof-specialty",7688,0,40,"United-States",">50K"
"Private","Sales",0,0,55,"South","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Craft-repair",0,0,44,"United-States","<=50K"
"Private","Prof-specialty",0,0,80,"United-States",">50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,24,"United-States","<=50K"
"Private","Craft-repair",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,10,"Greece","<=50K"
"State-gov","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Priv-house-serv",0,0,30,"El-Salvador","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Federal-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,1741,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,35,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States",">50K"
"Private","Exec-managerial",0,0,55,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,0,50,"United-States",">50K"
"State-gov","Adm-clerical",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",0,0,35,"United-States","<=50K"
"Federal-gov","Other-service",0,0,40,"United-States","<=50K"
"State-gov","Craft-repair",0,0,20,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",10520,0,45,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",7298,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Federal-gov","Tech-support",0,2258,40,"United-States",">50K"
"Private","Other-service",0,0,19,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,18,"United-States","<=50K"
"Private","Prof-specialty",5013,0,32,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States",">50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,52,"United-States",">50K"
"Private","Sales",0,0,22,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,1485,50,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Craft-repair",0,0,60,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Federal-gov","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"Columbia","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,55,"United-States","<=50K"
"Private","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Transport-moving",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"State-gov","Adm-clerical",0,0,15,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States",">50K"
"Private","Prof-specialty",0,0,44,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Exec-managerial",0,0,43,"United-States",">50K"
"Private","Farming-fishing",0,0,12,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,42,"United-States","<=50K"
"Private","Sales",0,0,15,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Ecuador","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"Nicaragua","<=50K"
"State-gov","Exec-managerial",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Sales",0,0,60,"United-States",">50K"
"Private","Machine-op-inspct",3411,0,35,"Guatemala","<=50K"
"Local-gov","Adm-clerical",0,0,40,"Mexico","<=50K"
"Private","Prof-specialty",0,0,25,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Tech-support",0,0,25,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,48,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,38,"United-States","<=50K"
"Private","Transport-moving",0,0,45,"United-States","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,20,"United-States",">50K"
"Federal-gov","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,20,"United-States","<=50K"
"Federal-gov","Adm-clerical",2174,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,60,"United-States","<=50K"
"Private","Transport-moving",7298,0,50,"United-States",">50K"
"Private","Protective-serv",991,0,20,"United-States","<=50K"
"Private","Sales",0,0,5,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,99,"United-States","<=50K"
"Private","Prof-specialty",0,0,36,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,45,"United-States",">50K"
"Private","Transport-moving",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,40,"Mexico","<=50K"
